gender,province,education,age_group,votechoice,citizenship,vote_literal,vote_ndp,vote_green,vote_conservative,vote_people,vote_Bloc
Male,QC,high,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,QC,medium,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,MB,high,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,medium,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,AB,low,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,SK,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,medium,young_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,ON,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,ON,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,QC,high,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,ON,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,medium,adult,Another,Canadian citizen,0,0,0,0,0,0
Male,ON,high,young_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,high,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,QC,high,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,ON,medium,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,ON,high,adult,People_Party,Canadian citizen,0,0,0,0,1,0
Female,QC,medium,old_people,Another,Canadian citizen,0,0,0,0,0,0
Male,BC,low,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,low,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,high,adult,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Male,ON,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,MB,medium,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,AB,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,MB,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,medium,young_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,ON,high,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,low,adult,NDP,Canadian citizen,0,1,0,0,0,0
Male,QC,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,high,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,high,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Male,SK,high,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,ON,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,high,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,ON,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,BC,medium,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,ON,high,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,SK,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,high,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,ON,medium,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,AB,medium,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,QC,medium,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,ON,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,QC,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,MB,medium,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,ON,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,medium,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,QC,medium,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,medium,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,high,old_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,ON,high,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,medium,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,ON,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,medium,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,ON,low,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,low,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,ON,medium,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,ON,high,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,high,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,high,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,BC,high,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,AB,high,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,AB,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,high,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,ON,low,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,medium,young_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,MB,high,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,high,old_people,People_Party,Canadian citizen,0,0,0,0,1,0
Female,QC,high,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,AB,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,MB,medium,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,ON,high,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,ON,high,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,medium,adult,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,QC,medium,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,ON,medium,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,high,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,high,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,ON,high,young_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,ON,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,medium,adult,NDP,Canadian citizen,0,1,0,0,0,0
Male,ON,low,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,MB,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,BC,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,MB,high,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,medium,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,ON,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,AB,low,adult,People_Party,Canadian citizen,0,0,0,0,1,0
Male,ON,high,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,QC,medium,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Male,MB,medium,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,ON,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,medium,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,ON,high,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,QC,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,QC,medium,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,ON,high,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,BC,medium,old_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,BC,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,medium,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,QC,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,ON,high,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,high,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,QC,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,MB,low,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,medium,adult,NDP,Canadian citizen,0,1,0,0,0,0
Male,ON,high,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,medium,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,high,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,MB,medium,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,ON,high,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,AB,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,ON,medium,young_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,high,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,AB,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,BC,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,SK,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,BC,medium,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,MB,low,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,high,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,ON,high,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,AB,medium,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,QC,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,high,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,high,adult,NDP,Canadian citizen,0,1,0,0,0,0
Male,MB,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,AB,high,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,AB,high,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,medium,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,AB,high,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,ON,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,medium,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,high,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,MB,high,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,QC,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,medium,young_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,MB,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,AB,medium,young_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,high,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,ON,high,adult,NDP,Canadian citizen,0,1,0,0,0,0
Male,SK,medium,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,high,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,high,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,medium,old_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,AB,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,AB,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Others,ON,medium,young_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,low,old_people,People_Party,Canadian citizen,0,0,0,0,1,0
Female,AB,high,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,AB,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,YT,low,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,QC,high,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,BC,medium,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,high,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,MB,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,high,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,SK,medium,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,AB,medium,young_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,SK,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,AB,high,young_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,BC,high,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,QC,high,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,ON,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,medium,adult,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,SK,high,young_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,QC,high,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,QC,medium,young_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,ON,medium,young_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,AB,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,SK,medium,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,AB,medium,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,SK,high,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,AB,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,SK,medium,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,BC,medium,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,AB,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,BC,medium,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,MB,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,high,adult,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Male,QC,medium,young_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,MB,high,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,QC,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,QC,medium,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,MB,high,adult,NDP,Canadian citizen,0,1,0,0,0,0
Male,QC,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,MB,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,medium,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Male,AB,low,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,AB,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,MB,low,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,QC,high,very_old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Male,QC,medium,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,BC,high,very_old_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,BC,medium,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,BC,medium,young_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,AB,medium,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,QC,medium,very_old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Male,QC,high,adult,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Male,BC,high,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,BC,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,BC,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,high,very_old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Male,SK,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,AB,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,high,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,BC,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,MB,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,BC,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,AB,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,MB,medium,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,BC,high,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,AB,medium,adult,People_Party,Canadian citizen,0,0,0,0,1,0
Female,SK,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,MB,high,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,AB,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,medium,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,QC,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,medium,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,AB,high,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,MB,medium,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,medium,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,SK,high,old_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,QC,medium,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,BC,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,medium,adult,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,BC,medium,adult,NDP,Canadian citizen,0,1,0,0,0,0
Others,AB,high,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,BC,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,BC,low,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,AB,medium,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,QC,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,QC,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,QC,high,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,medium,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,medium,adult,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,SK,medium,old_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,QC,high,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,medium,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,QC,low,very_old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,BC,medium,old_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,AB,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,QC,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,AB,medium,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,high,very_old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Male,QC,high,young_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,BC,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,BC,high,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,QC,high,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,QC,medium,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Male,QC,medium,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,QC,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,QC,medium,old_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,QC,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,QC,medium,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,QC,high,very_old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,QC,medium,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,QC,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,high,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,high,very_old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,QC,high,young_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,QC,medium,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,QC,high,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,QC,medium,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,QC,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,QC,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,high,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,QC,medium,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,QC,high,adult,NDP,Canadian citizen,0,1,0,0,0,0
Male,QC,high,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,medium,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,QC,high,very_old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Male,QC,high,adult,NDP,Canadian citizen,0,1,0,0,0,0
Male,QC,high,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,QC,medium,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,QC,medium,very_old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Male,QC,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,QC,high,adult,NDP,Canadian citizen,0,1,0,0,0,0
Male,QC,medium,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Male,QC,medium,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Male,QC,medium,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,QC,high,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,QC,medium,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,medium,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,QC,medium,young_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,QC,medium,young_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,QC,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,medium,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,NT,medium,adult,People_Party,Canadian citizen,0,0,0,0,1,0
Male,ON,high,adult,People_Party,Canadian citizen,0,0,0,0,1,0
Male,ON,medium,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,BC,medium,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,AB,low,young_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,BC,medium,young_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,AB,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,AB,high,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,medium,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,ON,low,young_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,BC,high,old_people,People_Party,Canadian citizen,0,0,0,0,1,0
Male,ON,high,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,ON,low,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,AB,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,AB,medium,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,BC,medium,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,ON,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,NB,high,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,BC,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,BC,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,BC,medium,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,ON,medium,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,BC,medium,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,BC,medium,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,ON,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,BC,medium,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,BC,medium,adult,NDP,Canadian citizen,0,1,0,0,0,0
Male,QC,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,BC,low,adult,NDP,Canadian citizen,0,1,0,0,0,0
Male,AB,low,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,ON,medium,very_old_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,ON,high,young_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,AB,medium,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,NS,medium,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
