cps19_gender,cps19_province,cps19_education,cps19_yob,cps19_votechoice,cps19_interest_elxn_1,cps19_v_likely
A woman,Alberta,Completed secondary/ high school,1975,Conservative Party,8,Certain to vote
A man,Saskatchewan,Completed secondary/ high school,1954,Green Party,9,Certain to vote
A woman,Ontario,Bachelor's degree,1984,NA,6,Unlikely to vote
A man,Ontario,Some secondary/ high school,1958,Don't know/ Prefer not to answer,7,Certain to vote
"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Ontario,"Completed technical, community college, CEGEP, College Classique",1951,NA,9,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1991,Conservative Party,9,Certain to vote
A man,Quebec,Completed secondary/ high school,1955,Bloc Québécois,4,Certain to vote
A man,Quebec,"Some technical, community college, CEGEP, College Classique",1966,Liberal Party,6,Likely to vote
A man,Alberta,Bachelor's degree,1956,Conservative Party,9,Certain to vote
A woman,Saskatchewan,Bachelor's degree,1986,ndp,10,Certain to vote
A man,Quebec,Master's degree,1953,Liberal Party,6,Certain to vote
A woman,Ontario,Bachelor's degree,1969,Liberal Party,10,Certain to vote
A woman,Ontario,Master's degree,1977,ndp,10,Certain to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1961,NA,10,Certain to vote
A woman,Manitoba,Completed secondary/ high school,1983,Liberal Party,8,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1959,Liberal Party,10,Certain to vote
A man,Quebec,Completed secondary/ high school,1996,Bloc Québécois,9,Certain to vote
A woman,Alberta,"Completed technical, community college, CEGEP, College Classique",1950,Conservative Party,10,Certain to vote
A man,Ontario,Professional degree or doctorate,1976,NA,7,Certain to vote
A woman,Alberta,"Some technical, community college, CEGEP, College Classique",1966,ndp,9,Certain to vote
A man,Quebec,Professional degree or doctorate,1969,NA,3,Certain not to vote
A man,British Columbia,Completed secondary/ high school,1950,Conservative Party,8,Certain to vote
A man,Quebec,Some university,1967,Don't know/ Prefer not to answer,7,Certain to vote
A woman,British Columbia,Master's degree,1970,NA,7,Certain to vote
A man,Quebec,Bachelor's degree,1983,Liberal Party,8,Certain to vote
A man,Ontario,Professional degree or doctorate,1947,Conservative Party,9,Certain to vote
A man,Prince Edward Island,Completed secondary/ high school,1954,Green Party,9,Certain to vote
A woman,Ontario,Bachelor's degree,1963,NA,10,Certain to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1986,ndp,4,Certain to vote
A woman,Alberta,"Completed technical, community college, CEGEP, College Classique",1974,Conservative Party,7,Certain to vote
A man,Quebec,Master's degree,1974,Green Party,10,Certain to vote
A woman,Alberta,"Completed technical, community college, CEGEP, College Classique",1979,NA,7,Certain to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1954,NA,8,Certain to vote
A woman,Alberta,"Some technical, community college, CEGEP, College Classique",1957,Conservative Party,10,Certain to vote
A woman,Ontario,Some university,1958,Conservative Party,8,Certain to vote
A man,Alberta,"Completed technical, community college, CEGEP, College Classique",1961,Liberal Party,10,Certain to vote
A woman,Quebec,Completed elementary school,1957,NA,0,Others
A man,Ontario,Bachelor's degree,1969,ndp,7,Certain to vote
A man,British Columbia,Bachelor's degree,1989,Conservative Party,8,Likely to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1956,NA,4,Unlikely to vote
A woman,Alberta,Master's degree,1972,Don't know/ Prefer not to answer,6,Likely to vote
A woman,Alberta,Completed secondary/ high school,1961,NA,6,donot know
A woman,Ontario,Completed secondary/ high school,1942,Conservative Party,10,Certain to vote
A woman,Quebec,Completed secondary/ high school,1961,Bloc Québécois,6,Certain to vote
A man,Quebec,"Some technical, community college, CEGEP, College Classique",1974,Green Party,10,Certain to vote
A man,Saskatchewan,Completed secondary/ high school,1950,Conservative Party,10,Certain to vote
A woman,Saskatchewan,"Completed technical, community college, CEGEP, College Classique",1996,Conservative Party,8,Certain to vote
A man,Newfoundland and Labrador,Some university,1980,NA,0,Certain not to vote
A man,Quebec,"Some technical, community college, CEGEP, College Classique",1955,Conservative Party,8,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1966,Liberal Party,9,Certain to vote
A woman,Ontario,Bachelor's degree,1977,Liberal Party,10,Certain to vote
A man,Alberta,Completed secondary/ high school,1980,NA,6,Unlikely to vote
A woman,Alberta,Some university,1987,Conservative Party,9,Certain to vote
A woman,British Columbia,Completed secondary/ high school,1966,Liberal Party,5,Certain to vote
A woman,Ontario,Some university,1973,NA,1,Unlikely to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1985,Conservative Party,9,Likely to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1978,NA,4,Unlikely to vote
A man,Ontario,Master's degree,1976,Liberal Party,8,Certain to vote
A woman,Ontario,Master's degree,1920,NA,10,Certain to vote
A woman,Quebec,Completed secondary/ high school,1964,Don't know/ Prefer not to answer,3,Certain to vote
A woman,British Columbia,Completed secondary/ high school,1973,Liberal Party,10,Certain to vote
A man,New Brunswick,Some secondary/ high school,1953,Liberal Party,9,Certain to vote
A woman,British Columbia,"Completed technical, community college, CEGEP, College Classique",1963,ndp,2,Likely to vote
A man,Alberta,Bachelor's degree,1969,Conservative Party,9,Certain to vote
A man,Ontario,Some university,1997,Liberal Party,4,Certain to vote
A man,Manitoba,Completed secondary/ high school,1985,Conservative Party,8,Certain to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1974,ndp,NA,Certain to vote
A man,Ontario,Master's degree,1950,Another party (please specify),5,Certain to vote
A woman,Alberta,Completed secondary/ high school,1955,NA,8,Certain to vote
A man,British Columbia,Master's degree,1963,Don't know/ Prefer not to answer,4,Certain to vote
A woman,Alberta,Completed secondary/ high school,1984,Green Party,5,Certain to vote
A man,Newfoundland and Labrador,"Some technical, community college, CEGEP, College Classique",1988,Liberal Party,8,Likely to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1965,Don't know/ Prefer not to answer,3,Certain to vote
A man,Ontario,Bachelor's degree,1946,Liberal Party,10,Certain to vote
"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",British Columbia,"Completed technical, community college, CEGEP, College Classique",1990,Liberal Party,8,Certain to vote
A woman,New Brunswick,Bachelor's degree,1994,NA,10,Certain to vote
A woman,Ontario,Professional degree or doctorate,1955,Conservative Party,8,Certain to vote
A man,Ontario,Bachelor's degree,1990,Liberal Party,10,Certain to vote
A woman,Ontario,Some university,1961,Don't know/ Prefer not to answer,9,Certain to vote
A woman,British Columbia,Completed secondary/ high school,1993,ndp,7,Certain to vote
A man,Ontario,Completed secondary/ high school,1975,NA,7,Certain to vote
A woman,Ontario,Some secondary/ high school,1996,ndp,7,Certain to vote
A man,Alberta,Some university,1960,NA,7,Certain to vote
A man,Ontario,Some university,1991,ndp,10,Certain to vote
A man,Ontario,Bachelor's degree,1951,Conservative Party,10,Certain to vote
A man,Quebec,Bachelor's degree,1980,Liberal Party,7,Certain to vote
A woman,Quebec,Some secondary/ high school,1990,Liberal Party,8,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1960,Liberal Party,7,Certain to vote
A man,British Columbia,Bachelor's degree,1974,NA,10,Certain to vote
A woman,Ontario,Bachelor's degree,1957,ndp,5,Certain to vote
A woman,Quebec,Completed secondary/ high school,1956,Liberal Party,9,Certain to vote
A man,British Columbia,Master's degree,1959,Liberal Party,9,Certain to vote
A man,Ontario,Master's degree,1987,Conservative Party,8,Certain to vote
A woman,Ontario,Bachelor's degree,1988,Liberal Party,9,Certain to vote
A woman,Ontario,Bachelor's degree,1965,NA,9,Certain to vote
A woman,British Columbia,Master's degree,1928,NA,8,Certain to vote
A woman,Alberta,"Some technical, community college, CEGEP, College Classique",2001,NA,4,Others
A man,Ontario,Completed secondary/ high school,1963,Conservative Party,10,Certain to vote
A woman,Quebec,Completed elementary school,1970,Don't know/ Prefer not to answer,1,Certain to vote
A woman,Quebec,"Some technical, community college, CEGEP, College Classique",1979,Liberal Party,6,Likely to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1996,ndp,NA,Likely to vote
A man,Ontario,Bachelor's degree,1985,Liberal Party,7,Certain to vote
A man,Ontario,Bachelor's degree,1957,Conservative Party,10,Certain to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1949,NA,9,Certain to vote
A woman,Quebec,Bachelor's degree,1982,Liberal Party,7,Certain to vote
A woman,Alberta,Bachelor's degree,1971,Conservative Party,6,Certain to vote
A man,Quebec,Professional degree or doctorate,1960,Liberal Party,7,Certain to vote
A woman,Quebec,Some secondary/ high school,1963,ndp,9,Certain to vote
A man,Quebec,"Some technical, community college, CEGEP, College Classique",1957,NA,9,Certain to vote
A man,Alberta,"Completed technical, community college, CEGEP, College Classique",1982,Conservative Party,8,Certain to vote
A woman,Alberta,"Completed technical, community college, CEGEP, College Classique",1986,NA,8,Unlikely to vote
A man,New Brunswick,Completed secondary/ high school,1989,Liberal Party,9,Certain to vote
A woman,Ontario,Some university,1959,Liberal Party,9,Certain to vote
A woman,British Columbia,Some university,1985,Liberal Party,7,Likely to vote
A woman,Quebec,Completed secondary/ high school,1967,NA,9,Certain to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1990,ndp,10,Certain to vote
A man,Quebec,"Completed technical, community college, CEGEP, College Classique",1978,Liberal Party,6,Certain to vote
A man,Quebec,"Some technical, community college, CEGEP, College Classique",1951,Bloc Québécois,8,Certain to vote
A woman,British Columbia,Some university,1984,ndp,6,Certain to vote
A woman,Ontario,Bachelor's degree,1991,Conservative Party,7,Certain to vote
A man,Quebec,Some university,1983,Liberal Party,8,Certain to vote
A woman,British Columbia,"Completed technical, community college, CEGEP, College Classique",1960,NA,8,Certain to vote
A woman,Quebec,Bachelor's degree,1984,Conservative Party,7,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1949,ndp,10,Certain to vote
A woman,Ontario,Bachelor's degree,1963,Conservative Party,8,Certain to vote
A man,British Columbia,Completed secondary/ high school,1952,Another party (please specify),8,Certain to vote
A woman,Ontario,Some university,2000,Conservative Party,10,Certain to vote
"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Quebec,Bachelor's degree,1971,Liberal Party,10,Certain to vote
A woman,Ontario,Master's degree,1956,Conservative Party,8,Certain to vote
A man,British Columbia,Master's degree,1954,NA,6,Certain to vote
A man,Saskatchewan,"Some technical, community college, CEGEP, College Classique",1960,Don't know/ Prefer not to answer,5,Certain to vote
A woman,Quebec,"Some technical, community college, CEGEP, College Classique",1966,Bloc Québécois,3,Likely to vote
A woman,Alberta,"Completed technical, community college, CEGEP, College Classique",1981,Liberal Party,7,Likely to vote
A woman,Alberta,Completed elementary school,1999,People's Party,8,Likely to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1963,Liberal Party,8,Certain to vote
A woman,New Brunswick,Completed secondary/ high school,1962,NA,7,donot know
A man,Ontario,Bachelor's degree,1988,ndp,1,Certain to vote
A woman,British Columbia,Some university,1999,Conservative Party,NA,Certain to vote
A woman,Quebec,Bachelor's degree,1979,Liberal Party,7,Certain to vote
A woman,New Brunswick,Bachelor's degree,1992,Don't know/ Prefer not to answer,5,Likely to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1970,Liberal Party,10,Certain to vote
A man,Ontario,Bachelor's degree,1933,Liberal Party,8,Likely to vote
A woman,Ontario,Master's degree,1995,Liberal Party,7,Certain to vote
A woman,Manitoba,"Completed technical, community college, CEGEP, College Classique",1965,ndp,10,Certain to vote
A man,Quebec,Some university,1955,Liberal Party,9,Certain to vote
A man,Ontario,No schooling,1994,NA,8,Certain not to vote
A man,Quebec,Professional degree or doctorate,2000,Don't know/ Prefer not to answer,4,Likely to vote
A woman,Ontario,Completed secondary/ high school,1947,ndp,8,Certain to vote
A woman,British Columbia,Some university,1970,Liberal Party,10,Likely to vote
A man,Ontario,Some secondary/ high school,1953,Liberal Party,8,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1996,ndp,10,Certain to vote
A man,Ontario,Bachelor's degree,1990,Liberal Party,8,Likely to vote
A woman,British Columbia,Bachelor's degree,1986,NA,7,Certain to vote
A woman,Ontario,Bachelor's degree,1985,People's Party,10,Certain to vote
A man,Manitoba,Completed secondary/ high school,1975,NA,0,Certain to vote
A man,Ontario,Some university,1942,NA,10,Certain to vote
A woman,Alberta,"Completed technical, community college, CEGEP, College Classique",1989,Conservative Party,9,Certain to vote
A man,Quebec,Master's degree,1977,People's Party,9,Certain to vote
A woman,British Columbia,"Some technical, community college, CEGEP, College Classique",1956,Liberal Party,9,Likely to vote
A woman,Newfoundland and Labrador,"Some technical, community college, CEGEP, College Classique",1956,Don't know/ Prefer not to answer,6,Certain to vote
A woman,Quebec,Some secondary/ high school,1979,Liberal Party,2,Certain to vote
A woman,British Columbia,Completed secondary/ high school,1955,Don't know/ Prefer not to answer,9,Certain to vote
A man,New Brunswick,Completed elementary school,1998,NA,10,Others
A man,Ontario,Bachelor's degree,1942,Liberal Party,10,Certain to vote
A woman,Alberta,"Some technical, community college, CEGEP, College Classique",1984,Conservative Party,10,Likely to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1949,Bloc Québécois,3,Certain to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1988,NA,9,Unlikely to vote
A woman,Ontario,Master's degree,1985,Green Party,1,Certain to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1969,Conservative Party,8,Certain to vote
A man,Ontario,Professional degree or doctorate,1957,Liberal Party,10,Certain to vote
A man,Ontario,Master's degree,1944,Liberal Party,10,Certain to vote
A woman,Alberta,Some secondary/ high school,1962,People's Party,10,Certain to vote
A man,Quebec,Some secondary/ high school,1977,Green Party,5,Likely to vote
A woman,Quebec,Some secondary/ high school,1971,Bloc Québécois,0,Certain to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1959,Liberal Party,8,Likely to vote
A man,Saskatchewan,Some secondary/ high school,1952,ndp,10,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1963,NA,9,Certain to vote
A woman,New Brunswick,Bachelor's degree,1995,Green Party,9,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1977,NA,7,Certain to vote
A woman,Manitoba,"Completed technical, community college, CEGEP, College Classique",1985,Conservative Party,5,Certain to vote
A woman,Prince Edward Island,Master's degree,1958,Liberal Party,6,Certain to vote
A man,British Columbia,Some secondary/ high school,1985,ndp,7,Certain to vote
A woman,British Columbia,"Completed technical, community college, CEGEP, College Classique",1975,NA,5,donot know
A man,Quebec,Some university,1965,Conservative Party,8,Certain to vote
A woman,Quebec,Bachelor's degree,1983,ndp,2,Certain to vote
A man,Saskatchewan,Completed secondary/ high school,1959,Liberal Party,8,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1965,Conservative Party,10,Certain to vote
A woman,British Columbia,"Some technical, community college, CEGEP, College Classique",1983,Green Party,0,Likely to vote
A woman,Manitoba,Completed secondary/ high school,1986,NA,1,Certain not to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1985,Don't know/ Prefer not to answer,2,Certain to vote
A woman,Newfoundland and Labrador,Some university,1988,ndp,7,Certain to vote
A woman,Ontario,Bachelor's degree,1980,Don't know/ Prefer not to answer,5,Certain to vote
A woman,Alberta,Some secondary/ high school,1991,Conservative Party,10,Certain to vote
A woman,Ontario,Bachelor's degree,1991,Liberal Party,9,Certain to vote
A woman,Alberta,Master's degree,1981,Conservative Party,10,Certain to vote
A woman,Alberta,Bachelor's degree,1983,Liberal Party,7,Certain to vote
A woman,Ontario,Bachelor's degree,1959,ndp,10,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1961,Don't know/ Prefer not to answer,8,Likely to vote
A woman,Ontario,Completed secondary/ high school,1953,ndp,9,Certain to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1987,Green Party,5,Certain to vote
A man,British Columbia,Bachelor's degree,1985,Don't know/ Prefer not to answer,5,Likely to vote
A woman,Ontario,Some university,1960,NA,10,Certain to vote
A woman,Ontario,Bachelor's degree,1988,Conservative Party,7,Certain to vote
A man,Alberta,"Completed technical, community college, CEGEP, College Classique",1971,NA,8,Certain to vote
A man,Quebec,"Completed technical, community college, CEGEP, College Classique",1962,Liberal Party,10,Certain to vote
A man,Quebec,Bachelor's degree,1945,NA,9,Certain to vote
A man,British Columbia,Completed secondary/ high school,1968,Conservative Party,10,Certain to vote
A woman,Ontario,Bachelor's degree,1950,ndp,6,Certain to vote
A woman,Newfoundland and Labrador,"Some technical, community college, CEGEP, College Classique",1999,ndp,9,Certain to vote
A man,Quebec,Completed secondary/ high school,1986,Bloc Québécois,1,Certain to vote
A man,British Columbia,Bachelor's degree,1954,Conservative Party,10,Certain to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1982,Conservative Party,8,Certain to vote
A man,Ontario,Some university,1995,Liberal Party,8,Certain to vote
A man,British Columbia,"Some technical, community college, CEGEP, College Classique",1961,ndp,10,Certain to vote
A man,Ontario,Completed elementary school,1968,Conservative Party,5,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1982,Liberal Party,NA,Certain to vote
A woman,Quebec,Completed secondary/ high school,1957,Don't know/ Prefer not to answer,9,Certain to vote
A woman,Quebec,Bachelor's degree,1968,Don't know/ Prefer not to answer,9,Likely to vote
A woman,Manitoba,"Some technical, community college, CEGEP, College Classique",1980,Liberal Party,9,Certain to vote
A man,Quebec,Completed secondary/ high school,1954,Bloc Québécois,8,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1997,Green Party,2,Certain to vote
A woman,British Columbia,Some secondary/ high school,2000,ndp,10,Certain to vote
A woman,Ontario,Master's degree,1979,Liberal Party,10,Certain to vote
A man,Ontario,Bachelor's degree,1977,Liberal Party,7,Certain to vote
A woman,Manitoba,Completed secondary/ high school,1998,Green Party,8,Certain to vote
A woman,Ontario,Bachelor's degree,1961,ndp,7,Certain to vote
A woman,Alberta,Master's degree,1954,ndp,8,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1969,ndp,8,Certain to vote
A woman,Ontario,Bachelor's degree,1937,Liberal Party,10,Certain to vote
A woman,Quebec,Master's degree,1966,Liberal Party,2,Likely to vote
A man,British Columbia,"Some technical, community college, CEGEP, College Classique",1960,Conservative Party,9,Certain to vote
A man,Quebec,Bachelor's degree,1973,Conservative Party,7,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1988,Liberal Party,NA,Certain to vote
A woman,Saskatchewan,Completed secondary/ high school,1977,Conservative Party,NA,Certain to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1992,Liberal Party,8,Certain to vote
A woman,Manitoba,Bachelor's degree,1973,Liberal Party,7,Certain to vote
A woman,Quebec,Bachelor's degree,1954,ndp,10,Certain to vote
A man,Quebec,"Completed technical, community college, CEGEP, College Classique",1980,Liberal Party,8,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1955,Liberal Party,6,Certain to vote
A man,Quebec,Completed secondary/ high school,1982,People's Party,9,Certain to vote
A man,Ontario,Bachelor's degree,1956,Liberal Party,10,Certain to vote
A man,Ontario,Bachelor's degree,1952,Conservative Party,6,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1968,Liberal Party,9,Certain to vote
A woman,Manitoba,"Some technical, community college, CEGEP, College Classique",1970,NA,8,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1995,NA,3,Certain to vote
A woman,Quebec,Professional degree or doctorate,1976,Bloc Québécois,10,Certain to vote
A woman,Ontario,Master's degree,1959,Conservative Party,8,Certain to vote
A man,Ontario,Professional degree or doctorate,1962,Conservative Party,7,Certain to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1980,Don't know/ Prefer not to answer,6,Certain to vote
A man,Ontario,Bachelor's degree,1958,NA,10,Certain to vote
"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Alberta,"Completed technical, community college, CEGEP, College Classique",1995,ndp,9,Certain to vote
A man,British Columbia,Bachelor's degree,1963,Conservative Party,9,Certain to vote
A man,Ontario,Completed secondary/ high school,1962,Don't know/ Prefer not to answer,9,Certain to vote
A man,Quebec,"Completed technical, community college, CEGEP, College Classique",1968,Conservative Party,10,Certain to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1956,Don't know/ Prefer not to answer,6,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1958,NA,10,Certain not to vote
A woman,Ontario,Bachelor's degree,1965,NA,8,Certain to vote
A man,Ontario,Professional degree or doctorate,1989,ndp,10,Certain to vote
A woman,Ontario,No schooling,2000,Green Party,NA,Certain to vote
A man,Quebec,"Some technical, community college, CEGEP, College Classique",1990,People's Party,5,Likely to vote
A man,Ontario,Some university,1955,NA,10,Certain to vote
A woman,Ontario,Bachelor's degree,1955,NA,10,Certain to vote
A woman,Quebec,Bachelor's degree,1964,NA,1,Certain not to vote
"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Ontario,Bachelor's degree,1990,ndp,8,Certain to vote
A woman,British Columbia,Completed secondary/ high school,1967,NA,6,Unlikely to vote
A woman,British Columbia,Bachelor's degree,1957,ndp,9,Certain to vote
A man,Ontario,Bachelor's degree,1967,Liberal Party,9,Certain to vote
A woman,Quebec,Bachelor's degree,1984,Liberal Party,8,Certain to vote
A woman,Ontario,Professional degree or doctorate,1995,NA,10,Certain to vote
A woman,Ontario,Some secondary/ high school,1955,Liberal Party,7,Certain to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1965,NA,8,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1961,Don't know/ Prefer not to answer,5,Likely to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1961,Don't know/ Prefer not to answer,2,Likely to vote
A woman,Ontario,Some university,1991,NA,9,Certain to vote
A man,New Brunswick,Completed secondary/ high school,1957,Liberal Party,7,Certain to vote
A man,British Columbia,Bachelor's degree,1954,Liberal Party,6,Certain to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1988,NA,3,Certain to vote
A woman,Newfoundland and Labrador,Completed secondary/ high school,1960,ndp,9,Certain to vote
A woman,Ontario,Completed secondary/ high school,1961,Conservative Party,9,Certain to vote
A woman,Quebec,"Some technical, community college, CEGEP, College Classique",1966,Liberal Party,10,Likely to vote
A woman,Alberta,"Some technical, community college, CEGEP, College Classique",1978,NA,5,Certain not to vote
A man,British Columbia,Some university,1998,Liberal Party,10,Certain to vote
A woman,Ontario,Bachelor's degree,1992,ndp,9,Likely to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1956,NA,6,donot know
A man,British Columbia,Bachelor's degree,1964,Liberal Party,9,Certain to vote
A woman,Quebec,Some university,1979,NA,3,Unlikely to vote
A man,Quebec,"Some technical, community college, CEGEP, College Classique",1955,NA,10,Certain to vote
A man,Ontario,Completed secondary/ high school,1976,Liberal Party,9,Certain to vote
A man,British Columbia,Bachelor's degree,1980,Liberal Party,9,Certain to vote
A man,British Columbia,Some secondary/ high school,1977,Conservative Party,7,Likely to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1955,Conservative Party,6,Certain to vote
A woman,British Columbia,"Completed technical, community college, CEGEP, College Classique",1951,ndp,10,Certain to vote
A man,Quebec,Bachelor's degree,1955,Liberal Party,6,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1967,Don't know/ Prefer not to answer,7,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1990,Conservative Party,7,Certain to vote
A man,British Columbia,"Completed technical, community college, CEGEP, College Classique",1972,Green Party,9,Certain to vote
A woman,Ontario,Bachelor's degree,1957,Conservative Party,NA,Certain to vote
A man,British Columbia,Bachelor's degree,1950,Conservative Party,6,Certain to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1977,Bloc Québécois,3,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1981,NA,9,Certain to vote
A woman,Alberta,Completed secondary/ high school,1957,Conservative Party,8,Certain to vote
A man,Quebec,Bachelor's degree,1963,ndp,9,Certain to vote
A woman,Quebec,Completed secondary/ high school,1963,Bloc Québécois,5,Certain to vote
A man,Ontario,Some secondary/ high school,1965,NA,8,Certain to vote
A man,British Columbia,"Some technical, community college, CEGEP, College Classique",1987,Conservative Party,6,Certain to vote
A woman,Saskatchewan,Bachelor's degree,1952,People's Party,9,Certain to vote
A man,Ontario,Bachelor's degree,1987,NA,6,Certain to vote
A woman,Ontario,Bachelor's degree,1970,ndp,7,Certain to vote
A woman,Ontario,Bachelor's degree,1954,NA,10,Certain to vote
A woman,Alberta,"Completed technical, community college, CEGEP, College Classique",1984,NA,9,Certain to vote
A woman,Alberta,"Completed technical, community college, CEGEP, College Classique",1954,Conservative Party,10,Certain to vote
A man,British Columbia,Completed secondary/ high school,1958,NA,0,Certain not to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1999,Conservative Party,10,Certain to vote
A woman,Ontario,Some university,1999,ndp,NA,Certain to vote
A woman,British Columbia,Some university,1956,Conservative Party,9,Certain to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1956,Liberal Party,5,Likely to vote
A woman,New Brunswick,Bachelor's degree,1983,Green Party,10,Certain to vote
A man,Saskatchewan,Bachelor's degree,1996,Conservative Party,7,Certain to vote
A man,Ontario,Professional degree or doctorate,1982,People's Party,8,Likely to vote
A woman,Quebec,Bachelor's degree,1983,Don't know/ Prefer not to answer,4,Certain to vote
A man,Manitoba,"Some technical, community college, CEGEP, College Classique",1960,Liberal Party,9,Certain to vote
A woman,Ontario,Completed secondary/ high school,1945,Liberal Party,8,Certain to vote
A woman,Ontario,Completed secondary/ high school,1956,NA,10,Certain to vote
A woman,Ontario,Completed secondary/ high school,1970,Green Party,7,Certain to vote
A woman,Quebec,"Some technical, community college, CEGEP, College Classique",1955,NA,3,Unlikely to vote
A woman,New Brunswick,"Completed technical, community college, CEGEP, College Classique",1966,Conservative Party,6,Certain to vote
A woman,British Columbia,"Some technical, community college, CEGEP, College Classique",1989,NA,10,Certain to vote
A woman,Ontario,Bachelor's degree,1985,Liberal Party,6,Likely to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1989,Conservative Party,9,Certain to vote
A man,Quebec,"Completed technical, community college, CEGEP, College Classique",1947,Liberal Party,5,Certain to vote
A woman,Quebec,Completed secondary/ high school,1955,Bloc Québécois,5,Certain to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1998,NA,7,Certain to vote
A man,Quebec,Bachelor's degree,1975,Don't know/ Prefer not to answer,5,Likely to vote
A woman,Quebec,Bachelor's degree,1985,Conservative Party,8,Certain to vote
A woman,Ontario,Bachelor's degree,1992,NA,6,Unlikely to vote
A woman,Quebec,Master's degree,1963,Green Party,6,Certain to vote
A man,Manitoba,Completed secondary/ high school,1961,NA,10,Certain to vote
A woman,Ontario,Bachelor's degree,1956,Liberal Party,10,Certain to vote
A man,Alberta,"Completed technical, community college, CEGEP, College Classique",1994,Conservative Party,7,Certain to vote
A woman,Quebec,Master's degree,1958,NA,6,Certain to vote
A man,Quebec,Professional degree or doctorate,1988,Conservative Party,9,Certain to vote
A woman,Ontario,Bachelor's degree,1986,NA,NA,Certain to vote
A man,Ontario,Bachelor's degree,1993,NA,8,Certain to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1988,NA,2,Certain to vote
A man,Ontario,Bachelor's degree,1964,NA,7,Unlikely to vote
A man,New Brunswick,Some university,1962,Conservative Party,6,Certain to vote
